CustomerId,Surname,Credit_Score,Geography,Gender,Age,Tenure,Balance,Number_Of_Products,Has_Credit_Card,Is_Active_Member,Estimated_Salary,Customer_Status,Age_Group,Credit_Score_Band,Balance Category
15605926,Sinclair,649,Germany,Male,70,9,116854.71,2,No,Yes,107125.79,Retained,Senior,Fair,High balance
15805955,L?,638,France,Female,48,10,138333.03,1,Yes,Yes,47679.14,Retained,Middle-Aged,Fair,High balance
15801488,Buckner,723,France,Male,25,3,0,2,Yes,Yes,134509.47,Retained,Young Adult,Good,Zero Balance
15605918,Padovesi,635,Germany,Male,43,5,78992.75,2,No,No,153265.31,Retained,Adult,Fair,Medium Balance
15779711,Gray,750,Spain,Female,38,7,97257.41,2,No,Yes,179883.04,Retained,Adult,Very Good,Medium Balance
15705620,Lu,730,France,Male,34,5,122453.37,2,Yes,No,138882.98,Retained,Adult,Good,High balance
15685357,Wright,750,Spain,Female,36,8,112940.07,1,No,Yes,9855.81,Retained,Adult,Very Good,High balance
15570060,Palerma,586,France,Female,43,8,132558.26,1,Yes,No,67046.83,Exited,Adult,Fair,High balance
15582616,Y?an,520,France,Female,38,4,0,2,Yes,No,56388.63,Retained,Adult,Poor,Zero Balance
15799515,Wei,652,France,Female,48,8,133297.24,1,Yes,No,77764.37,Retained,Middle-Aged,Fair,High balance
15642937,Padovesi,550,France,Female,46,7,0,2,Yes,No,130590.35,Retained,Middle-Aged,Poor,Zero Balance
15624729,Tsao,594,France,Male,27,0,197041.8,1,No,No,151912.49,Retained,Young Adult,Fair,High balance
15566156,Franklin,749,Germany,Female,44,0,71497.79,2,No,No,151083.8,Retained,Adult,Very Good,Medium Balance
15792360,Clark,668,France,Male,32,7,0,2,Yes,Yes,777.37,Retained,Adult,Fair,Zero Balance
15807008,McGregor,614,Germany,Female,35,6,128100.28,1,No,No,69454.24,Exited,Adult,Fair,High balance
15704770,Pan,773,France,Male,25,1,124532.78,2,No,Yes,11723.57,Retained,Young Adult,Very Good,High balance
15756475,Kenniff,551,Germany,Male,31,9,82293.82,2,Yes,Yes,91565.25,Retained,Adult,Poor,Medium Balance
15655339,Spencer,566,France,Male,36,1,142120.91,1,Yes,No,79616.37,Retained,Adult,Poor,High balance
15613749,Lees,569,Spain,Male,34,0,151839.26,1,Yes,No,102299.81,Exited,Adult,Poor,High balance
15664521,David,659,Spain,Male,31,7,149620.88,2,Yes,Yes,104533.51,Retained,Adult,Fair,High balance
15681206,Hsing,722,France,Female,49,3,168197.66,1,Yes,No,140765.57,Exited,Middle-Aged,Good,High balance
15745527,Burke,655,France,Male,37,5,93147,2,Yes,No,66214.13,Retained,Adult,Fair,Medium Balance
15806926,Watson,615,France,Female,35,2,97440.02,2,Yes,Yes,139816.1,Retained,Adult,Fair,Medium Balance
15724563,Hawkins,752,Germany,Female,42,3,65046.08,2,No,Yes,140139.28,Retained,Adult,Very Good,Medium Balance
15782899,Ginn,661,Spain,Female,28,7,95357.49,1,No,No,102297.15,Retained,Young Adult,Fair,Medium Balance
15623521,Sozonov,838,Spain,Male,43,9,123105.88,2,Yes,No,145765.83,Retained,Adult,Excellent,High balance
15810218,Sun,610,Spain,Male,29,9,0,3,No,Yes,83912.24,Retained,Young Adult,Fair,Zero Balance
15645621,Hunter,811,Spain,Male,44,3,0,2,No,Yes,78439.73,Retained,Adult,Excellent,Zero Balance
15608114,Manfrin,587,Spain,Male,62,7,121286.27,1,No,Yes,6776.92,Retained,Senior,Fair,High balance
15659557,Artamonova,811,Germany,Female,28,4,167738.82,2,Yes,Yes,9903.42,Retained,Young Adult,Excellent,High balance
15787772,Hansen,759,France,Female,38,1,104091.29,1,No,No,91561.91,Retained,Adult,Very Good,High balance
